"ICD-10-CM CODE","CCS CATEGORY","CCS CATEGORY DESCRIPTION"
"S45009S","234","Crushing injury or internal injury"
"S45011A","234","Crushing injury or internal injury"
"S45011D","234","Crushing injury or internal injury"
"S45011S","234","Crushing injury or internal injury"
"S45012A","234","Crushing injury or internal injury"
"S45012D","234","Crushing injury or internal injury"
"S45012S","234","Crushing injury or internal injury"
"S45019A","234","Crushing injury or internal injury"
"S45019D","234","Crushing injury or internal injury"
"S45019S","234","Crushing injury or internal injury"
"S45091A","234","Crushing injury or internal injury"
"S45091D","234","Crushing injury or internal injury"
"S45091S","234","Crushing injury or internal injury"
"S45092A","234","Crushing injury or internal injury"
"S45092D","234","Crushing injury or internal injury"
"S45092S","234","Crushing injury or internal injury"
"S45099A","234","Crushing injury or internal injury"
"S45099D","234","Crushing injury or internal injury"
"S45099S","234","Crushing injury or internal injury"
"S45101A","234","Crushing injury or internal injury"
"S45101D","234","Crushing injury or internal injury"
"S45101S","234","Crushing injury or internal injury"
"S45102A","234","Crushing injury or internal injury"
"S45102D","234","Crushing injury or internal injury"
"S45102S","234","Crushing injury or internal injury"
"S45109A","234","Crushing injury or internal injury"
"S45109D","234","Crushing injury or internal injury"
"S45109S","234","Crushing injury or internal injury"
"S45111A","234","Crushing injury or internal injury"
"S45111D","234","Crushing injury or internal injury"
"S45111S","234","Crushing injury or internal injury"
"S45112A","234","Crushing injury or internal injury"
"S45112D","234","Crushing injury or internal injury"
"S45112S","234","Crushing injury or internal injury"
"S45119A","234","Crushing injury or internal injury"
"S45119D","234","Crushing injury or internal injury"
"S45119S","234","Crushing injury or internal injury"
"S45191A","234","Crushing injury or internal injury"
"S45191D","234","Crushing injury or internal injury"
"S45191S","234","Crushing injury or internal injury"
"S45192A","234","Crushing injury or internal injury"
"S45192D","234","Crushing injury or internal injury"
"S45192S","234","Crushing injury or internal injury"
"S45199A","234","Crushing injury or internal injury"
"S45199D","234","Crushing injury or internal injury"
"S45199S","234","Crushing injury or internal injury"
"S45201A","234","Crushing injury or internal injury"
"S45201D","234","Crushing injury or internal injury"
"S45201S","234","Crushing injury or internal injury"
"S45202A","234","Crushing injury or internal injury"
"S45202D","234","Crushing injury or internal injury"
"S45202S","234","Crushing injury or internal injury"
"S45209A","234","Crushing injury or internal injury"
"S45209D","234","Crushing injury or internal injury"
"S45209S","234","Crushing injury or internal injury"
"S45211A","234","Crushing injury or internal injury"
"S45211D","234","Crushing injury or internal injury"
"S45211S","234","Crushing injury or internal injury"
"S45212A","234","Crushing injury or internal injury"
"S45212D","234","Crushing injury or internal injury"
"S45212S","234","Crushing injury or internal injury"
"S45219A","234","Crushing injury or internal injury"
"S45219D","234","Crushing injury or internal injury"
"S45219S","234","Crushing injury or internal injury"
"S45291A","234","Crushing injury or internal injury"
"S45291D","234","Crushing injury or internal injury"
"S45291S","234","Crushing injury or internal injury"
"S45292A","234","Crushing injury or internal injury"
"S45292D","234","Crushing injury or internal injury"
"S45292S","234","Crushing injury or internal injury"
"S45299A","234","Crushing injury or internal injury"
"S45299D","234","Crushing injury or internal injury"
"S45299S","234","Crushing injury or internal injury"
"S45301A","234","Crushing injury or internal injury"
"S45301D","234","Crushing injury or internal injury"
"S45301S","234","Crushing injury or internal injury"
"S45302A","234","Crushing injury or internal injury"
"S45302D","234","Crushing injury or internal injury"
"S45302S","234","Crushing injury or internal injury"
"S45309A","234","Crushing injury or internal injury"
"S45309D","234","Crushing injury or internal injury"
"S45309S","234","Crushing injury or internal injury"
"S45311A","234","Crushing injury or internal injury"
"S45311D","234","Crushing injury or internal injury"
"S45311S","234","Crushing injury or internal injury"
"S45312A","234","Crushing injury or internal injury"
"S45312D","234","Crushing injury or internal injury"
"S45312S","234","Crushing injury or internal injury"
"S45319A","234","Crushing injury or internal injury"
"S45319D","234","Crushing injury or internal injury"
"S45319S","234","Crushing injury or internal injury"
"S45391A","234","Crushing injury or internal injury"
"S45391D","234","Crushing injury or internal injury"
"S45391S","234","Crushing injury or internal injury"
"S45392A","234","Crushing injury or internal injury"
"S45392D","234","Crushing injury or internal injury"
"S45392S","234","Crushing injury or internal injury"
"S45399A","234","Crushing injury or internal injury"
"S45399D","234","Crushing injury or internal injury"
"S45399S","234","Crushing injury or internal injury"
"S45801A","234","Crushing injury or internal injury"
"S45801D","234","Crushing injury or internal injury"
"S45801S","234","Crushing injury or internal injury"
"S45802A","234","Crushing injury or internal injury"
"S45802D","234","Crushing injury or internal injury"
"S45802S","234","Crushing injury or internal injury"
"S45809A","234","Crushing injury or internal injury"
"S45809D","234","Crushing injury or internal injury"
"S45809S","234","Crushing injury or internal injury"
"S45811A","234","Crushing injury or internal injury"
"S45811D","234","Crushing injury or internal injury"
"S45811S","234","Crushing injury or internal injury"
"S45812A","234","Crushing injury or internal injury"
"S45812D","234","Crushing injury or internal injury"
"S45812S","234","Crushing injury or internal injury"
"S45819A","234","Crushing injury or internal injury"
"S45819D","234","Crushing injury or internal injury"
"S45819S","234","Crushing injury or internal injury"
"S45891A","234","Crushing injury or internal injury"
"S45891D","234","Crushing injury or internal injury"
"S45891S","234","Crushing injury or internal injury"
"S45892A","234","Crushing injury or internal injury"
"S45892D","234","Crushing injury or internal injury"
"S45892S","234","Crushing injury or internal injury"
"S45899A","234","Crushing injury or internal injury"
"S45899D","234","Crushing injury or internal injury"
"S45899S","234","Crushing injury or internal injury"
"S45901A","234","Crushing injury or internal injury"
"S45901D","234","Crushing injury or internal injury"
"S45901S","234","Crushing injury or internal injury"
"S45902A","234","Crushing injury or internal injury"
"S45902D","234","Crushing injury or internal injury"
"S45902S","234","Crushing injury or internal injury"
"S45909A","234","Crushing injury or internal injury"
"S45909D","234","Crushing injury or internal injury"
"S45909S","234","Crushing injury or internal injury"
"S45911A","234","Crushing injury or internal injury"
"S45911D","234","Crushing injury or internal injury"
"S45911S","234","Crushing injury or internal injury"
"S45912A","234","Crushing injury or internal injury"
"S45912D","234","Crushing injury or internal injury"
"S45912S","234","Crushing injury or internal injury"
"S45919A","234","Crushing injury or internal injury"
"S45919D","234","Crushing injury or internal injury"
"S45919S","234","Crushing injury or internal injury"
"S45991A","234","Crushing injury or internal injury"
"S45991D","234","Crushing injury or internal injury"
"S45991S","234","Crushing injury or internal injury"
"S45992A","234","Crushing injury or internal injury"
"S45992D","234","Crushing injury or internal injury"
"S45992S","234","Crushing injury or internal injury"
"S45999A","234","Crushing injury or internal injury"
"S45999D","234","Crushing injury or internal injury"
"S45999S","234","Crushing injury or internal injury"
"S471XXA","234","Crushing injury or internal injury"
"S471XXD","234","Crushing injury or internal injury"
"S471XXS","234","Crushing injury or internal injury"
"S472XXA","234","Crushing injury or internal injury"
"S472XXD","234","Crushing injury or internal injury"
"S472XXS","234","Crushing injury or internal injury"
"S479XXA","234","Crushing injury or internal injury"
"S479XXD","234","Crushing injury or internal injury"
"S479XXS","234","Crushing injury or internal injury"
"S55001A","234","Crushing injury or internal injury"
"S55001D","234","Crushing injury or internal injury"
"S55001S","234","Crushing injury or internal injury"
"S55002A","234","Crushing injury or internal injury"
"S55002D","234","Crushing injury or internal injury"
"S55002S","234","Crushing injury or internal injury"
"S55009A","234","Crushing injury or internal injury"
"S55009D","234","Crushing injury or internal injury"
"S55009S","234","Crushing injury or internal injury"
"S55011A","234","Crushing injury or internal injury"
"S55011D","234","Crushing injury or internal injury"
"S55011S","234","Crushing injury or internal injury"
"S55012A","234","Crushing injury or internal injury"
"S55012D","234","Crushing injury or internal injury"
"S55012S","234","Crushing injury or internal injury"
"S55019A","234","Crushing injury or internal injury"
"S55019D","234","Crushing injury or internal injury"
"S55019S","234","Crushing injury or internal injury"
"S55091A","234","Crushing injury or internal injury"
"S55091D","234","Crushing injury or internal injury"
"S55091S","234","Crushing injury or internal injury"
"S55092A","234","Crushing injury or internal injury"
"S55092D","234","Crushing injury or internal injury"
"S55092S","234","Crushing injury or internal injury"
"S55099A","234","Crushing injury or internal injury"
"S55099D","234","Crushing injury or internal injury"
"S55099S","234","Crushing injury or internal injury"
"S55101A","234","Crushing injury or internal injury"
"S55101D","234","Crushing injury or internal injury"
"S55101S","234","Crushing injury or internal injury"
"S55102A","234","Crushing injury or internal injury"
"S55102D","234","Crushing injury or internal injury"
"S55102S","234","Crushing injury or internal injury"
"S55109A","234","Crushing injury or internal injury"
"S55109D","234","Crushing injury or internal injury"
"S55109S","234","Crushing injury or internal injury"
"S55111A","234","Crushing injury or internal injury"
"S55111D","234","Crushing injury or internal injury"
"S55111S","234","Crushing injury or internal injury"
"S55112A","234","Crushing injury or internal injury"
"S55112D","234","Crushing injury or internal injury"
"S55112S","234","Crushing injury or internal injury"
"S55119A","234","Crushing injury or internal injury"
"S55119D","234","Crushing injury or internal injury"
"S55119S","234","Crushing injury or internal injury"
"S55191A","234","Crushing injury or internal injury"
"S55191D","234","Crushing injury or internal injury"
"S55191S","234","Crushing injury or internal injury"
"S55192A","234","Crushing injury or internal injury"
"S55192D","234","Crushing injury or internal injury"
"S55192S","234","Crushing injury or internal injury"
"S55199A","234","Crushing injury or internal injury"
"S55199D","234","Crushing injury or internal injury"
"S55199S","234","Crushing injury or internal injury"
"S55201A","234","Crushing injury or internal injury"
"S55201D","234","Crushing injury or internal injury"
"S55201S","234","Crushing injury or internal injury"
"S55202A","234","Crushing injury or internal injury"
"S55202D","234","Crushing injury or internal injury"
"S55202S","234","Crushing injury or internal injury"
"S55209A","234","Crushing injury or internal injury"
"S55209D","234","Crushing injury or internal injury"
"S55209S","234","Crushing injury or internal injury"
"S55211A","234","Crushing injury or internal injury"
"S55211D","234","Crushing injury or internal injury"
"S55211S","234","Crushing injury or internal injury"
"S55212A","234","Crushing injury or internal injury"
"S55212D","234","Crushing injury or internal injury"
"S55212S","234","Crushing injury or internal injury"
"S55219A","234","Crushing injury or internal injury"
"S55219D","234","Crushing injury or internal injury"
"S55219S","234","Crushing injury or internal injury"
"S55291A","234","Crushing injury or internal injury"
"S55291D","234","Crushing injury or internal injury"
"S55291S","234","Crushing injury or internal injury"
"S55292A","234","Crushing injury or internal injury"
"S55292D","234","Crushing injury or internal injury"
"S55292S","234","Crushing injury or internal injury"
"S55299A","234","Crushing injury or internal injury"
"S55299D","234","Crushing injury or internal injury"
"S55299S","234","Crushing injury or internal injury"
"S55801A","234","Crushing injury or internal injury"
"S55801D","234","Crushing injury or internal injury"
"S55801S","234","Crushing injury or internal injury"
"S55802A","234","Crushing injury or internal injury"
"S55802D","234","Crushing injury or internal injury"
"S55802S","234","Crushing injury or internal injury"
"S55809A","234","Crushing injury or internal injury"
"S55809D","234","Crushing injury or internal injury"
"S55809S","234","Crushing injury or internal injury"
"S55811A","234","Crushing injury or internal injury"
"S55811D","234","Crushing injury or internal injury"
"S55811S","234","Crushing injury or internal injury"
"S55812A","234","Crushing injury or internal injury"
"S55812D","234","Crushing injury or internal injury"
"S55812S","234","Crushing injury or internal injury"
"S55819A","234","Crushing injury or internal injury"
"S55819D","234","Crushing injury or internal injury"
"S55819S","234","Crushing injury or internal injury"
"S55891A","234","Crushing injury or internal injury"
"S55891D","234","Crushing injury or internal injury"
"S55891S","234","Crushing injury or internal injury"
"S55892A","234","Crushing injury or internal injury"
"S55892D","234","Crushing injury or internal injury"
"S55892S","234","Crushing injury or internal injury"
"S55899A","234","Crushing injury or internal injury"
"S55899D","234","Crushing injury or internal injury"
"S55899S","234","Crushing injury or internal injury"
"S55901A","234","Crushing injury or internal injury"
"S55901D","234","Crushing injury or internal injury"
"S55901S","234","Crushing injury or internal injury"
"S55902A","234","Crushing injury or internal injury"
"S55902D","234","Crushing injury or internal injury"
"S55902S","234","Crushing injury or internal injury"
"S55909A","234","Crushing injury or internal injury"
"S55909D","234","Crushing injury or internal injury"
"S55909S","234","Crushing injury or internal injury"
"S55911A","234","Crushing injury or internal injury"
"S55911D","234","Crushing injury or internal injury"
"S55911S","234","Crushing injury or internal injury"
"S55912A","234","Crushing injury or internal injury"
"S55912D","234","Crushing injury or internal injury"
"S55912S","234","Crushing injury or internal injury"
"S55919A","234","Crushing injury or internal injury"
"S55919D","234","Crushing injury or internal injury"
"S55919S","234","Crushing injury or internal injury"
"S55991A","234","Crushing injury or internal injury"
"S55991D","234","Crushing injury or internal injury"
"S55991S","234","Crushing injury or internal injury"
"S55992A","234","Crushing injury or internal injury"
"S55992D","234","Crushing injury or internal injury"
"S55992S","234","Crushing injury or internal injury"
"S55999A","234","Crushing injury or internal injury"
"S55999D","234","Crushing injury or internal injury"
"S55999S","234","Crushing injury or internal injury"
"S5700XA","234","Crushing injury or internal injury"
"S5700XD","234","Crushing injury or internal injury"
"S5700XS","234","Crushing injury or internal injury"
"S5701XA","234","Crushing injury or internal injury"
"S5701XD","234","Crushing injury or internal injury"
"S5701XS","234","Crushing injury or internal injury"
"S5702XA","234","Crushing injury or internal injury"
"S5702XD","234","Crushing injury or internal injury"
"S5702XS","234","Crushing injury or internal injury"
"S5780XA","234","Crushing injury or internal injury"
"S5780XD","234","Crushing injury or internal injury"
"S5780XS","234","Crushing injury or internal injury"
"S5781XA","234","Crushing injury or internal injury"
"S5781XD","234","Crushing injury or internal injury"
"S5781XS","234","Crushing injury or internal injury"
"S5782XA","234","Crushing injury or internal injury"
"S5782XD","234","Crushing injury or internal injury"
"S5782XS","234","Crushing injury or internal injury"
"S65001A","234","Crushing injury or internal injury"
"S65001D","234","Crushing injury or internal injury"
"S65001S","234","Crushing injury or internal injury"
"S65002A","234","Crushing injury or internal injury"
"S65002D","234","Crushing injury or internal injury"
"S65002S","234","Crushing injury or internal injury"
"S65009A","234","Crushing injury or internal injury"
"S65009D","234","Crushing injury or internal injury"
"S65009S","234","Crushing injury or internal injury"
"S65011A","234","Crushing injury or internal injury"
"S65011D","234","Crushing injury or internal injury"
"S65011S","234","Crushing injury or internal injury"
"S65012A","234","Crushing injury or internal injury"
"S65012D","234","Crushing injury or internal injury"
"S65012S","234","Crushing injury or internal injury"
"S65019A","234","Crushing injury or internal injury"
"S65019D","234","Crushing injury or internal injury"
"S65019S","234","Crushing injury or internal injury"
"S65091A","234","Crushing injury or internal injury"
"S65091D","234","Crushing injury or internal injury"
"S65091S","234","Crushing injury or internal injury"
"S65092A","234","Crushing injury or internal injury"
"S65092D","234","Crushing injury or internal injury"
"S65092S","234","Crushing injury or internal injury"
"S65099A","234","Crushing injury or internal injury"
"S65099D","234","Crushing injury or internal injury"
"S65099S","234","Crushing injury or internal injury"
"S65101A","234","Crushing injury or internal injury"
"S65101D","234","Crushing injury or internal injury"
"S65101S","234","Crushing injury or internal injury"
"S65102A","234","Crushing injury or internal injury"
"S65102D","234","Crushing injury or internal injury"
"S65102S","234","Crushing injury or internal injury"
"S65109A","234","Crushing injury or internal injury"
"S65109D","234","Crushing injury or internal injury"
"S65109S","234","Crushing injury or internal injury"
"S65111A","234","Crushing injury or internal injury"
"S65111D","234","Crushing injury or internal injury"
"S65111S","234","Crushing injury or internal injury"
"S65112A","234","Crushing injury or internal injury"
"S65112D","234","Crushing injury or internal injury"
"S65112S","234","Crushing injury or internal injury"
"S65119A","234","Crushing injury or internal injury"
"S65119D","234","Crushing injury or internal injury"
"S65119S","234","Crushing injury or internal injury"
"S65191A","234","Crushing injury or internal injury"
"S65191D","234","Crushing injury or internal injury"
"S65191S","234","Crushing injury or internal injury"
"S65192A","234","Crushing injury or internal injury"
"S65192D","234","Crushing injury or internal injury"
"S65192S","234","Crushing injury or internal injury"
"S65199A","234","Crushing injury or internal injury"
"S65199D","234","Crushing injury or internal injury"
"S65199S","234","Crushing injury or internal injury"
"S65201A","234","Crushing injury or internal injury"
"S65201D","234","Crushing injury or internal injury"
"S65201S","234","Crushing injury or internal injury"
"S65202A","234","Crushing injury or internal injury"
"S65202D","234","Crushing injury or internal injury"
"S65202S","234","Crushing injury or internal injury"
"S65209A","234","Crushing injury or internal injury"
"S65209D","234","Crushing injury or internal injury"
"S65209S","234","Crushing injury or internal injury"
"S65211A","234","Crushing injury or internal injury"
"S65211D","234","Crushing injury or internal injury"
"S65211S","234","Crushing injury or internal injury"
"S65212A","234","Crushing injury or internal injury"
"S65212D","234","Crushing injury or internal injury"
"S65212S","234","Crushing injury or internal injury"
"S65219A","234","Crushing injury or internal injury"
"S65219D","234","Crushing injury or internal injury"
"S65219S","234","Crushing injury or internal injury"
"S65291A","234","Crushing injury or internal injury"
"S65291D","234","Crushing injury or internal injury"
"S65291S","234","Crushing injury or internal injury"
"S65292A","234","Crushing injury or internal injury"
"S65292D","234","Crushing injury or internal injury"
"S65292S","234","Crushing injury or internal injury"
"S65299A","234","Crushing injury or internal injury"
"S65299D","234","Crushing injury or internal injury"
"S65299S","234","Crushing injury or internal injury"
"S65301A","234","Crushing injury or internal injury"
"S65301D","234","Crushing injury or internal injury"
"S65301S","234","Crushing injury or internal injury"
"S65302A","234","Crushing injury or internal injury"
"S65302D","234","Crushing injury or internal injury"
"S65302S","234","Crushing injury or internal injury"
"S65309A","234","Crushing injury or internal injury"
"S65309D","234","Crushing injury or internal injury"
"S65309S","234","Crushing injury or internal injury"
"S65311A","234","Crushing injury or internal injury"
"S65311D","234","Crushing injury or internal injury"
"S65311S","234","Crushing injury or internal injury"
"S65312A","234","Crushing injury or internal injury"
"S65312D","234","Crushing injury or internal injury"
"S65312S","234","Crushing injury or internal injury"
"S65319A","234","Crushing injury or internal injury"
"S65319D","234","Crushing injury or internal injury"
"S65319S","234","Crushing injury or internal injury"
"S65391A","234","Crushing injury or internal injury"
"S65391D","234","Crushing injury or internal injury"
"S65391S","234","Crushing injury or internal injury"
"S65392A","234","Crushing injury or internal injury"
"S65392D","234","Crushing injury or internal injury"
"S65392S","234","Crushing injury or internal injury"
"S65399A","234","Crushing injury or internal injury"
"S65399D","234","Crushing injury or internal injury"
"S65399S","234","Crushing injury or internal injury"
"S65401A","234","Crushing injury or internal injury"
"S65401D","234","Crushing injury or internal injury"
"S65401S","234","Crushing injury or internal injury"
"S65402A","234","Crushing injury or internal injury"
"S65402D","234","Crushing injury or internal injury"
"S65402S","234","Crushing injury or internal injury"
"S65409A","234","Crushing injury or internal injury"
"S65409D","234","Crushing injury or internal injury"
"S65409S","234","Crushing injury or internal injury"
"S65411A","234","Crushing injury or internal injury"
"S65411D","234","Crushing injury or internal injury"
"S65411S","234","Crushing injury or internal injury"
"S65412A","234","Crushing injury or internal injury"
"S65412D","234","Crushing injury or internal injury"
"S65412S","234","Crushing injury or internal injury"
"S65419A","234","Crushing injury or internal injury"
"S65419D","234","Crushing injury or internal injury"
"S65419S","234","Crushing injury or internal injury"
"S65491A","234","Crushing injury or internal injury"
"S65491D","234","Crushing injury or internal injury"
"S65491S","234","Crushing injury or internal injury"
"S65492A","234","Crushing injury or internal injury"
"S65492D","234","Crushing injury or internal injury"
"S65492S","234","Crushing injury or internal injury"
"S65499A","234","Crushing injury or internal injury"
"S65499D","234","Crushing injury or internal injury"
"S65499S","234","Crushing injury or internal injury"
"S65500A","234","Crushing injury or internal injury"
"S65500D","234","Crushing injury or internal injury"
"S65500S","234","Crushing injury or internal injury"
"S65501A","234","Crushing injury or internal injury"
"S65501D","234","Crushing injury or internal injury"
"S65501S","234","Crushing injury or internal injury"
"S65502A","234","Crushing injury or internal injury"
"S65502D","234","Crushing injury or internal injury"
"S65502S","234","Crushing injury or internal injury"
"S65503A","234","Crushing injury or internal injury"
"S65503D","234","Crushing injury or internal injury"
"S65503S","234","Crushing injury or internal injury"
"S65504A","234","Crushing injury or internal injury"
"S65504D","234","Crushing injury or internal injury"
"S65504S","234","Crushing injury or internal injury"
"S65505A","234","Crushing injury or internal injury"
"S65505D","234","Crushing injury or internal injury"
"S65505S","234","Crushing injury or internal injury"
"S65506A","234","Crushing injury or internal injury"
"S65506D","234","Crushing injury or internal injury"
"S65506S","234","Crushing injury or internal injury"
"S65507A","234","Crushing injury or internal injury"
"S65507D","234","Crushing injury or internal injury"
"S65507S","234","Crushing injury or internal injury"
"S65508A","234","Crushing injury or internal injury"
"S65508D","234","Crushing injury or internal injury"
"S65508S","234","Crushing injury or internal injury"
"S65509A","234","Crushing injury or internal injury"
"S65509D","234","Crushing injury or internal injury"
"S65509S","234","Crushing injury or internal injury"
"S65510A","234","Crushing injury or internal injury"
"S65510D","234","Crushing injury or internal injury"
"S65510S","234","Crushing injury or internal injury"
"S65511A","234","Crushing injury or internal injury"
"S65511D","234","Crushing injury or internal injury"
"S65511S","234","Crushing injury or internal injury"
"S65512A","234","Crushing injury or internal injury"
"S65512D","234","Crushing injury or internal injury"
"S65512S","234","Crushing injury or internal injury"
"S65513A","234","Crushing injury or internal injury"
"S65513D","234","Crushing injury or internal injury"
"S65513S","234","Crushing injury or internal injury"
"S65514A","234","Crushing injury or internal injury"
"S65514D","234","Crushing injury or internal injury"
"S65514S","234","Crushing injury or internal injury"
"S65515A","234","Crushing injury or internal injury"
"S65515D","234","Crushing injury or internal injury"
"S65515S","234","Crushing injury or internal injury"
"S65516A","234","Crushing injury or internal injury"
"S65516D","234","Crushing injury or internal injury"
"S65516S","234","Crushing injury or internal injury"
"S65517A","234","Crushing injury or internal injury"
"S65517D","234","Crushing injury or internal injury"
"S65517S","234","Crushing injury or internal injury"
"S65518A","234","Crushing injury or internal injury"
"S65518D","234","Crushing injury or internal injury"
"S65518S","234","Crushing injury or internal injury"
"S65519A","234","Crushing injury or internal injury"
"S65519D","234","Crushing injury or internal injury"
"S65519S","234","Crushing injury or internal injury"
"S65590A","234","Crushing injury or internal injury"
"S65590D","234","Crushing injury or internal injury"
"S65590S","234","Crushing injury or internal injury"
"S65591A","234","Crushing injury or internal injury"
"S65591D","234","Crushing injury or internal injury"
"S65591S","234","Crushing injury or internal injury"
"S65592A","234","Crushing injury or internal injury"
"S65592D","234","Crushing injury or internal injury"
"S65592S","234","Crushing injury or internal injury"
"S65593A","234","Crushing injury or internal injury"
"S65593D","234","Crushing injury or internal injury"
"S65593S","234","Crushing injury or internal injury"
"S65594A","234","Crushing injury or internal injury"
"S65594D","234","Crushing injury or internal injury"
"S65594S","234","Crushing injury or internal injury"
"S65595A","234","Crushing injury or internal injury"
"S65595D","234","Crushing injury or internal injury"
"S65595S","234","Crushing injury or internal injury"
"S65596A","234","Crushing injury or internal injury"
"S65596D","234","Crushing injury or internal injury"
"S65596S","234","Crushing injury or internal injury"
"S65597A","234","Crushing injury or internal injury"
"S65597D","234","Crushing injury or internal injury"
"S65597S","234","Crushing injury or internal injury"
"S65598A","234","Crushing injury or internal injury"
"S65598D","234","Crushing injury or internal injury"
"S65598S","234","Crushing injury or internal injury"
"S65599A","234","Crushing injury or internal injury"
"S65599D","234","Crushing injury or internal injury"
"S65599S","234","Crushing injury or internal injury"
"S65801A","234","Crushing injury or internal injury"
"S65801D","234","Crushing injury or internal injury"
"S65801S","234","Crushing injury or internal injury"
"S65802A","234","Crushing injury or internal injury"
"S65802D","234","Crushing injury or internal injury"
"S65802S","234","Crushing injury or internal injury"
"S65809A","234","Crushing injury or internal injury"
"S65809D","234","Crushing injury or internal injury"
"S65809S","234","Crushing injury or internal injury"
"S65811A","234","Crushing injury or internal injury"
"S65811D","234","Crushing injury or internal injury"
"S65811S","234","Crushing injury or internal injury"
"S65812A","234","Crushing injury or internal injury"
"S65812D","234","Crushing injury or internal injury"
"S65812S","234","Crushing injury or internal injury"
"S65819A","234","Crushing injury or internal injury"
"S65819D","234","Crushing injury or internal injury"
"S65819S","234","Crushing injury or internal injury"
"S65891A","234","Crushing injury or internal injury"
"S65891D","234","Crushing injury or internal injury"
"S65891S","234","Crushing injury or internal injury"
"S65892A","234","Crushing injury or internal injury"
"S65892D","234","Crushing injury or internal injury"
"S65892S","234","Crushing injury or internal injury"
"S65899A","234","Crushing injury or internal injury"
"S65899D","234","Crushing injury or internal injury"
"S65899S","234","Crushing injury or internal injury"
"S65901A","234","Crushing injury or internal injury"
"S65901D","234","Crushing injury or internal injury"
"S65901S","234","Crushing injury or internal injury"
"S65902A","234","Crushing injury or internal injury"
"S65902D","234","Crushing injury or internal injury"
"S65902S","234","Crushing injury or internal injury"
"S65909A","234","Crushing injury or internal injury"
"S65909D","234","Crushing injury or internal injury"
"S65909S","234","Crushing injury or internal injury"
"S65911A","234","Crushing injury or internal injury"
"S65911D","234","Crushing injury or internal injury"
"S65911S","234","Crushing injury or internal injury"
"S65912A","234","Crushing injury or internal injury"
"S65912D","234","Crushing injury or internal injury"
"S65912S","234","Crushing injury or internal injury"
"S65919A","234","Crushing injury or internal injury"
"S65919D","234","Crushing injury or internal injury"
"S65919S","234","Crushing injury or internal injury"
"S65991A","234","Crushing injury or internal injury"
"S65991D","234","Crushing injury or internal injury"
"S65991S","234","Crushing injury or internal injury"
"S65992A","234","Crushing injury or internal injury"
"S65992D","234","Crushing injury or internal injury"
"S65992S","234","Crushing injury or internal injury"
"S65999A","234","Crushing injury or internal injury"
"S65999D","234","Crushing injury or internal injury"
"S65999S","234","Crushing injury or internal injury"
"S6700XA","234","Crushing injury or internal injury"
"S6700XD","234","Crushing injury or internal injury"
"S6700XS","234","Crushing injury or internal injury"
"S6701XA","234","Crushing injury or internal injury"
"S6701XD","234","Crushing injury or internal injury"
"S6701XS","234","Crushing injury or internal injury"
"S6702XA","234","Crushing injury or internal injury"
"S6702XD","234","Crushing injury or internal injury"
"S6702XS","234","Crushing injury or internal injury"
"S6710XA","234","Crushing injury or internal injury"
"S6710XD","234","Crushing injury or internal injury"
"S6710XS","234","Crushing injury or internal injury"
"S67190A","234","Crushing injury or internal injury"
"S67190D","234","Crushing injury or internal injury"
"S67190S","234","Crushing injury or internal injury"
"S67191A","234","Crushing injury or internal injury"
"S67191D","234","Crushing injury or internal injury"
"S67191S","234","Crushing injury or internal injury"
"S67192A","234","Crushing injury or internal injury"
"S67192D","234","Crushing injury or internal injury"
"S67192S","234","Crushing injury or internal injury"
"S67193A","234","Crushing injury or internal injury"
"S67193D","234","Crushing injury or internal injury"
"S67193S","234","Crushing injury or internal injury"
"S67194A","234","Crushing injury or internal injury"
"S67194D","234","Crushing injury or internal injury"
"S67194S","234","Crushing injury or internal injury"
"S67195A","234","Crushing injury or internal injury"
"S67195D","234","Crushing injury or internal injury"
"S67195S","234","Crushing injury or internal injury"
"S67196A","234","Crushing injury or internal injury"
"S67196D","234","Crushing injury or internal injury"
"S67196S","234","Crushing injury or internal injury"
"S67197A","234","Crushing injury or internal injury"
"S67197D","234","Crushing injury or internal injury"
"S67197S","234","Crushing injury or internal injury"
"S67198A","234","Crushing injury or internal injury"
"S67198D","234","Crushing injury or internal injury"
"S67198S","234","Crushing injury or internal injury"
"S6720XA","234","Crushing injury or internal injury"
"S6720XD","234","Crushing injury or internal injury"
"S6720XS","234","Crushing injury or internal injury"
"S6721XA","234","Crushing injury or internal injury"
"S6721XD","234","Crushing injury or internal injury"
"S6721XS","234","Crushing injury or internal injury"
"S6722XA","234","Crushing injury or internal injury"
"S6722XD","234","Crushing injury or internal injury"
"S6722XS","234","Crushing injury or internal injury"
"S6730XA","234","Crushing injury or internal injury"
"S6730XD","234","Crushing injury or internal injury"
"S6730XS","234","Crushing injury or internal injury"
"S6731XA","234","Crushing injury or internal injury"
"S6731XD","234","Crushing injury or internal injury"
"S6731XS","234","Crushing injury or internal injury"
"S6732XA","234","Crushing injury or internal injury"
"S6732XD","234","Crushing injury or internal injury"
"S6732XS","234","Crushing injury or internal injury"
"S6740XA","234","Crushing injury or internal injury"
"S6740XD","234","Crushing injury or internal injury"
"S6740XS","234","Crushing injury or internal injury"
"S6741XA","234","Crushing injury or internal injury"
"S6741XD","234","Crushing injury or internal injury"
"S6741XS","234","Crushing injury or internal injury"
"S6742XA","234","Crushing injury or internal injury"
"S6742XD","234","Crushing injury or internal injury"
"S6742XS","234","Crushing injury or internal injury"
